T[ms];I[A];U[V];P[W]
8351;-11,81;2,48;-29,2888
8352;-11,02;2,441;-26,8998
8353;-11,02;2,48;-27,3296
8354;-11,81;2,559;-30,2218
8355;-11,81;2,598;-30,6824
8356;-11,42;2,52;-28,7784
8357;-11,42;2,48;-28,3216
8358;-11,42;2,48;-28,3216
8359;-11,81;2,559;-30,2218
8360;-12,2;2,559;-31,2198
8361;-11,42;2,48;-28,3216
8362;-11,02;2,48;-27,3296
8363;-11,42;2,48;-28,3216
8364;-11,81;2,559;-30,2218
8365;-11,81;2,598;-30,6824
8366;-11,42;2,52;-28,7784
8367;-11,02;2,48;-27,3296
8368;-11,42;2,52;-28,7784
8369;-11,81;2,323;-27,4346
8370;-11,81;2,559;-30,2218
8371;-11,81;2,48;-29,2888
8372;-11,02;2,48;-27,3296
8373;-11,02;2,48;-27,3296
8374;-11,81;2,559;-30,2218
8375;-11,81;2,559;-30,2218
8376;-11,81;2,48;-29,2888
8377;-11,02;2,48;-27,3296
8378;-11,42;2,48;-28,3216
8379;-11,81;2,559;-30,2218
8380;-12,2;2,559;-31,2198
8381;-11,42;2,52;-28,7784
8382;-11,02;2,48;-27,3296
8383;-11,42;2,48;-28,3216
8384;-11,81;2,559;-30,2218
8385;-12,2;2,559;-31,2198
8386;-11,42;2,48;-28,3216
8387;-11,42;2,48;-28,3216
8388;-11,42;2,48;-28,3216
8389;-11,81;2,559;-30,2218
8390;-12,2;2,598;-31,6956
8391;-11,42;2,48;-28,3216
8392;-11,02;2,48;-27,3296
8393;-11,02;2,48;-27,3296
8394;-11,81;2,559;-30,2218
8395;-11,81;2,559;-30,2218
8396;-11,42;2,48;-28,3216
8397;-11,02;2,441;-26,8998
8398;-11,02;2,48;-27,3296
8399;-11,42;2,52;-28,7784
8400;-11,81;2,559;-30,2218
8401;-11,42;2,48;-28,3216
8402;-11,02;2,48;-27,3296
8403;-11,42;2,48;-28,3216
8404;-11,81;2,559;-30,2218
8405;-12,2;2,559;-31,2198
8406;-11,42;2,48;-28,3216
8407;-11,02;2,48;-27,3296
8408;-11,42;2,48;-28,3216
8409;-11,81;2,598;-30,6824
8410;-11,81;2,598;-30,6824
8411;-11,42;2,559;-29,2238
8412;-11,42;2,48;-28,3216
8413;-11,02;2,48;-27,3296
8414;-11,81;2,559;-30,2218
8415;-11,81;2,598;-30,6824
8416;-11,42;2,48;-28,3216
8417;-11,02;2,48;-27,3296
8418;-11,02;2,48;-27,3296
8419;-11,81;2,559;-30,2218
8420;-12,2;2,559;-31,2198
8421;-11,42;2,48;-28,3216
8422;-11,02;2,48;-27,3296
8423;-11,42;2,48;-28,3216
8424;-11,81;2,559;-30,2218
8425;-12,2;2,559;-31,2198
8426;-11,42;2,48;-28,3216
8427;-11,02;2,48;-27,3296
8428;-11,02;2,52;-27,7704
8429;-11,42;2,559;-29,2238
8430;-12,2;2,559;-31,2198
8431;-11,42;2,48;-28,3216
8432;-11,02;2,48;-27,3296
8433;-11,42;2,48;-28,3216
8434;-11,81;2,559;-30,2218
8435;-11,81;2,559;-30,2218
8436;-11,81;2,48;-29,2888
8437;-11,02;2,48;-27,3296
8438;-11,02;2,48;-27,3296
8439;-11,81;2,559;-30,2218
8440;-11,81;2,559;-30,2218
8441;-11,42;2,48;-28,3216
8442;-11,02;2,48;-27,3296
8443;-11,02;2,48;-27,3296
8444;-11,42;2,52;-28,7784
8445;-11,81;2,559;-30,2218
8446;-11,81;2,48;-29,2888
8447;-11,02;2,441;-26,8998
8448;-11,02;2,48;-27,3296
8449;-11,81;2,48;-29,2888
8450;-12,2;2,559;-31,2198
8451;-11,81;2,559;-30,2218
8452;-11,02;2,48;-27,3296
8453;-11,02;2,48;-27,3296
8454;-11,81;2,559;-30,2218
8455;-12,2;2,559;-31,2198
8456;-11,81;2,48;-29,2888
8457;-11,02;2,48;-27,3296
8458;-11,02;2,48;-27,3296
8459;-11,81;2,559;-30,2218
8460;-11,81;2,559;-30,2218
8461;-11,42;2,52;-28,7784
8462;-11,42;2,48;-28,3216
8463;-11,02;2,48;-27,3296
8464;-11,42;2,559;-29,2238
8465;-11,81;2,559;-30,2218
8466;-11,42;2,48;-28,3216
8467;-11,42;2,48;-28,3216
8468;-11,42;2,441;-27,8762
8469;-11,42;2,559;-29,2238
8470;-11,81;2,559;-30,2218
8471;-11,42;2,48;-28,3216
8472;-11,02;2,441;-26,8998
8473;-11,02;2,48;-27,3296
8474;-11,81;2,559;-30,2218
8475;-12,2;2,559;-31,2198
8476;-11,81;2,52;-29,7612
8477;-11,42;2,48;-28,3216
8478;-11,02;2,48;-27,3296
8479;-11,81;2,559;-30,2218
8480;-11,81;2,559;-30,2218
8481;-11,81;2,559;-30,2218
8482;-11,42;2,48;-28,3216
8483;-11,02;2,48;-27,3296
8484;-11,81;2,52;-29,7612
8485;-11,81;2,598;-30,6824
8486;-11,81;2,48;-29,2888
8487;-11,02;2,48;-27,3296
8488;-11,02;2,48;-27,3296
8489;-11,42;2,559;-29,2238
8490;-11,81;2,559;-30,2218
8491;-11,81;2,48;-29,2888
8492;-11,02;2,441;-26,8998
8493;-11,02;2,48;-27,3296
8494;-11,02;2,48;-27,3296
8495;-11,81;2,559;-30,2218
8496;-11,42;2,48;-28,3216
8497;-11,02;2,441;-26,8998
8498;-10,63;2,441;-25,9478
8499;-11,42;2,52;-28,7784
8500;-11,81;2,559;-30,2218
8501;-11,81;2,48;-29,2888
8502;-11,42;2,48;-28,3216
8503;-11,02;2,441;-26,8998
8504;-11,42;2,48;-28,3216
8505;-12,2;2,559;-31,2198
8506;-11,81;2,48;-29,2888
8507;-11,02;2,48;-27,3296
8508;-11,02;2,48;-27,3296
8509;-11,42;2,52;-28,7784
8510;-11,81;2,559;-30,2218
8511;-11,81;2,48;-29,2888
8512;-11,42;2,48;-28,3216
8513;-11,02;2,441;-26,8998
8514;-11,81;2,559;-30,2218
8515;-11,81;2,559;-30,2218
8516;-11,81;2,559;-30,2218
8517;-11,02;2,48;-27,3296
8518;-11,02;2,48;-27,3296
8519;-11,42;2,48;-28,3216
8520;-11,81;2,559;-30,2218
8521;-11,81;2,559;-30,2218
8522;-11,02;2,441;-26,8998
8523;-11,02;2,48;-27,3296
8524;-11,42;2,48;-28,3216
8525;-11,81;2,559;-30,2218
8526;-11,81;2,52;-29,7612
8527;-11,42;2,441;-27,8762
8528;-11,02;2,48;-27,3296
8529;-11,81;2,48;-29,2888
8530;-11,81;2,559;-30,2218
8531;-11,81;2,48;-29,2888
8532;-11,02;2,48;-27,3296
8533;-11,02;2,48;-27,3296
8534;-11,42;2,48;-28,3216
8535;-11,81;2,559;-30,2218
8536;-11,81;2,48;-29,2888
8537;-11,02;2,48;-27,3296
8538;-11,02;2,48;-27,3296
8539;-11,42;2,48;-28,3216
8540;-11,81;2,559;-30,2218
8541;-11,81;2,48;-29,2888
8542;-11,42;2,441;-27,8762
8543;-11,02;2,441;-26,8998
8544;-11,42;2,48;-28,3216
8545;-11,81;2,559;-30,2218
8546;-11,81;2,48;-29,2888
8547;-11,02;2,441;-26,8998
8548;-11,02;2,441;-26,8998
8549;-11,42;2,48;-28,3216
8550;-11,81;2,559;-30,2218
8551;-11,81;2,48;-29,2888
8552;-11,02;2,441;-26,8998
8553;-11,02;2,48;-27,3296
8554;-11,42;2,48;-28,3216
8555;-11,81;2,559;-30,2218
8556;-11,81;2,52;-29,7612
8557;-11,42;2,441;-27,8762
8558;-11,02;2,48;-27,3296
8559;-11,42;2,48;-28,3216
8560;-11,81;2,559;-30,2218
8561;-11,42;2,559;-29,2238
8562;-11,42;2,48;-28,3216
8563;-11,02;2,441;-26,8998
8564;-11,42;2,48;-28,3216
8565;-11,81;2,559;-30,2218
8566;-11,81;2,559;-30,2218
8567;-11,42;2,48;-28,3216
8568;-11,02;2,441;-26,8998
8569;-11,42;2,48;-28,3216
8570;-11,81;2,559;-30,2218
8571;-11,81;2,52;-29,7612
8572;-11,42;2,441;-27,8762
8573;-10,63;2,441;-25,9478
8574;-11,42;2,48;-28,3216
8575;-11,81;2,559;-30,2218
8576;-11,81;2,48;-29,2888
8577;-11,02;2,48;-27,3296
8578;-11,02;2,441;-26,8998
8579;-11,42;2,48;-28,3216
8580;-11,81;2,559;-30,2218
8581;-11,42;2,48;-28,3216
8582;-11,42;2,48;-28,3216
8583;-11,02;2,48;-27,3296
8584;-11,02;2,48;-27,3296
8585;-11,81;2,559;-30,2218
8586;-11,81;2,559;-30,2218
8587;-11,42;2,441;-27,8762
8588;-10,63;2,441;-25,9478
8589;-11,42;2,48;-28,3216
8590;-11,81;2,559;-30,2218
8591;-11,81;2,559;-30,2218
8592;-11,42;2,441;-27,8762
8593;-11,02;2,402;-26,47
8594;-11,42;2,48;-28,3216
8595;-11,81;2,52;-29,7612
8596;-11,81;2,48;-29,2888
8597;-11,42;2,441;-27,8762
8598;-11,02;2,402;-26,47
8599;-11,42;2,48;-28,3216
8600;-11,81;2,52;-29,7612
8601;-11,81;2,559;-30,2218
8602;-11,42;2,441;-27,8762
8603;-11,02;2,441;-26,8998
8604;-11,42;2,48;-28,3216
8605;-11,81;2,559;-30,2218
8606;-11,42;2,48;-28,3216
8607;-11,42;2,48;-28,3216
8608;-11,02;2,441;-26,8998
8609;-11,42;2,48;-28,3216
8610;-11,81;2,559;-30,2218
8611;-11,81;2,52;-29,7612
8612;-11,42;2,48;-28,3216
8613;-11,02;2,441;-26,8998
8614;-11,02;2,48;-27,3296
8615;-11,81;2,559;-30,2218
8616;-11,81;2,559;-30,2218
8617;-11,42;2,48;-28,3216
8618;-11,02;2,441;-26,8998
8619;-11,42;2,48;-28,3216
8620;-11,81;2,52;-29,7612
8621;-11,81;2,52;-29,7612
8622;-11,42;2,48;-28,3216
8623;-10,63;2,441;-25,9478
8624;-11,42;2,48;-28,3216
8625;-11,81;2,559;-30,2218
8626;-11,42;2,48;-28,3216
8627;-11,02;2,48;-27,3296
8628;-10,63;2,441;-25,9478
8629;-11,42;2,48;-28,3216
8630;-11,81;2,559;-30,2218
8631;-11,81;2,559;-30,2218
8632;-11,42;2,48;-28,3216
8633;-10,63;2,441;-25,9478
8634;-11,02;2,323;-25,5995
8635;-11,81;2,559;-30,2218
8636;-11,81;2,48;-29,2888
8637;-11,42;2,48;-28,3216
8638;-11,02;2,441;-26,8998
8639;-11,42;2,48;-28,3216
8640;-11,42;2,559;-29,2238
8641;-11,81;2,559;-30,2218
8642;-11,42;2,48;-28,3216
8643;-11,02;2,402;-26,47
8644;-11,02;2,48;-27,3296
8645;-11,42;2,52;-28,7784
8646;-11,81;2,48;-29,2888
8647;-11,02;2,48;-27,3296
8648;-10,63;2,402;-25,5333
8649;-10,63;2,323;-24,6935
8650;-11,81;2,48;-29,2888
8651;-11,81;2,48;-29,2888
8652;-11,42;2,48;-28,3216
8653;-11,02;2,441;-26,8998
8654;-11,42;2,48;-28,3216
8655;-11,81;2,52;-29,7612
8656;-11,81;2,559;-30,2218
8657;-11,42;2,48;-28,3216
8658;-10,63;2,441;-25,9478
8659;-11,02;2,402;-26,47
8660;-11,81;2,559;-30,2218
8661;-12,2;2,559;-31,2198
8662;-11,81;2,48;-29,2888
8663;-11,02;2,441;-26,8998
8664;-11,42;2,323;-26,5287
8665;-11,81;2,559;-30,2218
8666;-11,81;2,52;-29,7612
8667;-11,42;2,48;-28,3216
8668;-11,02;2,441;-26,8998
8669;-11,02;2,48;-27,3296
8670;-11,81;2,559;-30,2218
8671;-11,81;2,48;-29,2888
8672;-11,42;2,48;-28,3216
8673;-11,02;2,441;-26,8998
8674;-11,42;2,559;-29,2238
8675;-11,42;2,559;-29,2238
8676;-11,81;2,559;-30,2218
8677;-11,42;2,48;-28,3216
8678;-11,02;2,441;-26,8998
8679;-11,02;2,48;-27,3296
8680;-11,81;2,52;-29,7612
8681;-12,2;2,559;-31,2198
8682;-11,42;2,48;-28,3216
8683;-10,63;2,441;-25,9478
8684;-11,02;2,48;-27,3296
8685;-11,42;2,559;-29,2238
8686;-11,81;2,52;-29,7612
8687;-11,42;2,48;-28,3216
8688;-10,63;2,441;-25,9478
8689;-11,02;2,48;-27,3296
8690;-11,81;2,559;-30,2218
8691;-11,81;2,559;-30,2218
8692;-11,42;2,48;-28,3216
8693;-11,02;2,441;-26,8998
8694;-11,02;2,48;-27,3296
8695;-11,42;2,48;-28,3216
8696;-11,81;2,559;-30,2218
8697;-11,42;2,441;-27,8762
8698;-11,02;2,402;-26,47
8699;-10,63;2,441;-25,9478
8700;-11,81;2,52;-29,7612
8701;-11,81;2,559;-30,2218
8702;-11,42;2,48;-28,3216
8703;-11,02;2,441;-26,8998
8704;-11,02;2,441;-26,8998
8705;-11,81;2,48;-29,2888
8706;-11,81;2,559;-30,2218
8707;-11,42;2,441;-27,8762
8708;-11,02;2,441;-26,8998
8709;-11,02;2,48;-27,3296
8710;-11,42;2,52;-28,7784
8711;-11,81;2,559;-30,2218
8712;-11,42;2,48;-28,3216
8713;-10,63;2,441;-25,9478
8714;-11,02;2,441;-26,8998
8715;-11,42;2,52;-28,7784
8716;-11,81;2,559;-30,2218
8717;-11,42;2,48;-28,3216
8718;-10,63;2,441;-25,9478
8719;-11,02;2,48;-27,3296
8720;-11,81;2,48;-29,2888
8721;-11,42;2,48;-28,3216
8722;-11,42;2,48;-28,3216
8723;-10,63;2,441;-25,9478
8724;-11,02;2,48;-27,3296
8725;-11,42;2,52;-28,7784
8726;-11,81;2,52;-29,7612
8727;-11,42;2,48;-28,3216
8728;-11,02;2,441;-26,8998
8729;-10,63;2,441;-25,9478
8730;-11,42;2,52;-28,7784
8731;-11,81;2,48;-29,2888
8732;-11,42;2,48;-28,3216
8733;-11,02;2,441;-26,8998
8734;-11,02;2,441;-26,8998
8735;-11,42;2,52;-28,7784
8736;-11,81;2,52;-29,7612
8737;-11,42;2,48;-28,3216
8738;-11,02;2,441;-26,8998
8739;-10,63;2,441;-25,9478
8740;-11,42;2,48;-28,3216
8741;-11,81;2,52;-29,7612
8742;-11,42;2,441;-27,8762
8743;-11,02;2,402;-26,47
8744;-11,02;2,48;-27,3296
8745;-11,42;2,559;-29,2238
8746;-11,81;2,48;-29,2888
8747;-11,42;2,441;-27,8762
8748;-10,63;2,402;-25,5333
8749;-10,63;2,441;-25,9478
8750;-11,81;2,48;-29,2888
8751;-11,81;2,48;-29,2888
8752;-11,42;2,48;-28,3216
8753;-11,02;2,441;-26,8998
8754;-11,02;2,441;-26,8998
8755;-11,81;2,48;-29,2888
8756;-12,2;2,559;-31,2198
8757;-11,42;2,48;-28,3216
8758;-11,02;2,441;-26,8998
8759;-10,63;2,48;-26,3624
8760;-11,42;2,52;-28,7784
8761;-12,2;2,559;-31,2198
8762;-11,42;2,48;-28,3216
8763;-10,63;2,441;-25,9478
8764;-11,02;2,441;-26,8998
8765;-11,42;2,52;-28,7784
8766;-11,81;2,52;-29,7612
8767;-11,42;2,48;-28,3216
8768;-11,02;2,441;-26,8998
8769;-10,63;2,402;-25,5333
8770;-11,81;2,48;-29,2888
8771;-11,81;2,52;-29,7612
8772;-11,42;2,48;-28,3216
8773;-11,02;2,441;-26,8998
8774;-11,02;2,441;-26,8998
8775;-11,42;2,52;-28,7784
8776;-11,81;2,52;-29,7612
8777;-11,42;2,441;-27,8762
8778;-11,02;2,441;-26,8998
8779;-10,63;2,441;-25,9478
8780;-11,42;2,48;-28,3216
8781;-11,81;2,52;-29,7612
8782;-11,81;2,48;-29,2888
8783;-11,02;2,441;-26,8998
8784;-10,63;2,441;-25,9478
8785;-11,42;2,48;-28,3216
8786;-11,42;2,52;-28,7784
8787;-11,42;2,48;-28,3216
8788;-11,42;2,402;-27,4308
8789;-10,63;2,441;-25,9478
8790;-11,42;2,48;-28,3216
8791;-11,81;2,52;-29,7612
8792;-11,42;2,48;-28,3216
8793;-11,02;2,402;-26,47
8794;-10,63;2,48;-26,3624
8795;-11,42;2,48;-28,3216
8796;-11,81;2,48;-29,2888
8797;-11,81;2,441;-28,8282
8798;-11,02;2,402;-26,47
8799;-11,02;2,402;-26,47
8800;-11,42;2,48;-28,3216
8801;-11,81;2,48;-29,2888
8802;-11,42;2,48;-28,3216
8803;-11,02;2,402;-26,47
8804;-10,63;2,441;-25,9478
8805;-11,81;2,48;-29,2888
8806;-11,42;2,559;-29,2238
8807;-11,42;2,48;-28,3216
8808;-11,02;2,441;-26,8998
8809;-11,02;2,441;-26,8998
8810;-11,42;2,48;-28,3216
8811;-11,81;2,52;-29,7612
8812;-11,42;2,48;-28,3216
8813;-11,02;2,441;-26,8998
8814;-11,02;2,441;-26,8998
8815;-11,81;2,48;-29,2888
8816;-11,42;2,52;-28,7784
8817;-11,42;2,48;-28,3216
8818;-11,02;2,441;-26,8998
8819;-10,63;2,441;-25,9478
8820;-11,42;2,48;-28,3216
8821;-11,81;2,52;-29,7612
8822;-11,42;2,48;-28,3216
8823;-10,63;2,402;-25,5333
8824;-10,63;2,441;-25,9478
8825;-11,42;2,48;-28,3216
8826;-11,81;2,48;-29,2888
8827;-11,42;2,48;-28,3216
8828;-10,63;2,402;-25,5333
8829;-10,63;2,402;-25,5333
8830;-11,42;2,48;-28,3216
8831;-11,81;2,559;-30,2218
8832;-11,42;2,48;-28,3216
8833;-10,63;2,441;-25,9478
8834;-10,63;2,441;-25,9478
8835;-11,42;2,48;-28,3216
8836;-12,2;2,52;-30,744
8837;-11,81;2,48;-29,2888
8838;-11,02;2,441;-26,8998
8839;-11,02;2,441;-26,8998
8840;-11,42;2,48;-28,3216
8841;-11,81;2,48;-29,2888
8842;-11,42;2,48;-28,3216
8843;-11,02;2,402;-26,47
8844;-10,63;2,441;-25,9478
8845;-11,42;2,48;-28,3216
8846;-11,81;2,48;-29,2888
8847;-11,81;2,441;-28,8282
8848;-10,63;2,441;-25,9478
8849;-11,02;2,402;-26,47
8850;-11,42;2,48;-28,3216
8851;-11,81;2,559;-30,2218
8852;-11,42;2,48;-28,3216
8853;-10,63;2,441;-25,9478
8854;-11,02;2,402;-26,47
8855;-11,42;2,48;-28,3216
8856;-11,81;2,52;-29,7612
8857;-11,81;2,48;-29,2888
8858;-11,02;2,441;-26,8998
8859;-10,63;2,402;-25,5333
8860;-11,42;2,48;-28,3216
8861;-11,81;2,559;-30,2218
8862;-11,42;2,48;-28,3216
8863;-11,02;2,441;-26,8998
8864;-11,02;2,441;-26,8998
8865;-11,42;2,48;-28,3216
8866;-11,81;2,48;-29,2888
8867;-11,02;2,48;-27,3296
8868;-11,02;2,441;-26,8998
8869;-11,02;2,323;-25,5995
8870;-11,42;2,441;-27,8762
8871;-11,81;2,52;-29,7612
8872;-11,81;2,48;-29,2888
8873;-11,02;2,441;-26,8998
8874;-10,63;2,362;-25,1081
8875;-11,42;2,48;-28,3216
8876;-11,81;2,52;-29,7612
8877;-11,42;2,48;-28,3216
8878;-11,02;2,402;-26,47
8879;-10,63;2,402;-25,5333
8880;-11,02;2,48;-27,3296
8881;-11,81;2,48;-29,2888
8882;-11,42;2,441;-27,8762
8883;-11,02;2,402;-26,47
8884;-11,02;2,402;-26,47
8885;-11,42;2,48;-28,3216
8886;-11,81;2,52;-29,7612
8887;-11,42;2,48;-28,3216
8888;-11,02;2,402;-26,47
8889;-11,02;2,441;-26,8998
8890;-11,42;2,48;-28,3216
8891;-11,81;2,52;-29,7612
8892;-11,42;2,559;-29,2238
8893;-11,02;2,402;-26,47
8894;-10,63;2,402;-25,5333
8895;-11,02;2,441;-26,8998
8896;-11,81;2,48;-29,2888
8897;-11,42;2,48;-28,3216
8898;-11,02;2,402;-26,47
8899;-10,63;2,362;-25,1081
8900;-11,02;2,48;-27,3296
8901;-11,81;2,48;-29,2888
8902;-11,42;2,48;-28,3216
8903;-11,02;2,402;-26,47
8904;-10,63;2,402;-25,5333
8905;-11,42;2,48;-28,3216
8906;-11,81;2,52;-29,7612
8907;-11,81;2,48;-29,2888
8908;-11,02;2,402;-26,47
8909;-10,63;2,402;-25,5333
8910;-11,02;2,48;-27,3296
8911;-11,81;2,52;-29,7612
8912;-11,42;2,559;-29,2238
8913;-11,02;2,441;-26,8998
8914;-10,63;2,402;-25,5333
8915;-11,42;2,48;-28,3216
8916;-11,42;2,52;-28,7784
8917;-11,81;2,598;-30,6824
8918;-11,02;2,402;-26,47
8919;-10,63;2,441;-25,9478
8920;-11,42;2,441;-27,8762
8921;-11,81;2,48;-29,2888
8922;-11,81;2,48;-29,2888
8923;-11,02;2,402;-26,47
8924;-10,63;2,402;-25,5333
8925;-11,42;2,48;-28,3216
8926;-11,81;2,48;-29,2888
8927;-11,42;2,48;-28,3216
8928;-11,02;2,441;-26,8998
8929;-10,63;2,402;-25,5333
8930;-11,02;2,48;-27,3296
8931;-11,81;2,48;-29,2888
8932;-11,81;2,48;-29,2888
8933;-11,02;2,441;-26,8998
8934;-10,63;2,402;-25,5333
8935;-11,42;2,48;-28,3216
8936;-11,81;2,48;-29,2888
8937;-11,81;2,48;-29,2888
8938;-11,02;2,441;-26,8998
8939;-10,63;2,402;-25,5333
8940;-11,02;2,441;-26,8998
8941;-11,81;2,52;-29,7612
8942;-11,42;2,52;-28,7784
8943;-11,02;2,402;-26,47
8944;-10,63;2,402;-25,5333
8945;-11,02;2,48;-27,3296
8946;-11,81;2,48;-29,2888
8947;-11,42;2,48;-28,3216
8948;-11,02;2,402;-26,47
8949;-10,63;2,402;-25,5333
8950;-11,02;2,441;-26,8998
8951;-11,81;2,48;-29,2888
8952;-11,42;2,48;-28,3216
8953;-11,02;2,402;-26,47
8954;-10,63;2,402;-25,5333
8955;-11,42;2,441;-27,8762
8956;-11,81;2,48;-29,2888
8957;-11,81;2,52;-29,7612
8958;-11,02;2,402;-26,47
8959;-10,63;2,402;-25,5333
8960;-11,02;2,48;-27,3296
8961;-11,81;2,52;-29,7612
8962;-11,81;2,48;-29,2888
8963;-11,02;2,441;-26,8998
8964;-10,63;2,402;-25,5333
8965;-11,42;2,48;-28,3216
8966;-11,42;2,48;-28,3216
8967;-11,81;2,48;-29,2888
8968;-10,63;2,441;-25,9478
8969;-10,63;2,402;-25,5333
8970;-11,02;2,441;-26,8998
8971;-11,81;2,48;-29,2888
8972;-11,42;2,48;-28,3216
8973;-11,02;2,441;-26,8998
8974;-10,63;2,402;-25,5333
8975;-11,02;2,441;-26,8998
8976;-11,81;2,48;-29,2888
8977;-11,81;2,48;-29,2888
8978;-11,02;2,441;-26,8998
8979;-10,63;2,402;-25,5333
8980;-11,02;2,441;-26,8998
8981;-11,42;2,52;-28,7784
8982;-11,42;2,48;-28,3216
8983;-11,02;2,402;-26,47
8984;-10,63;2,402;-25,5333
8985;-11,02;2,441;-26,8998
8986;-11,42;2,48;-28,3216
8987;-11,81;2,48;-29,2888
8988;-11,42;2,402;-27,4308
8989;-10,63;2,402;-25,5333
8990;-11,02;2,441;-26,8998
8991;-11,81;2,48;-29,2888
8992;-11,81;2,48;-29,2888
8993;-11,02;2,441;-26,8998
8994;-10,63;2,402;-25,5333
8995;-11,02;2,402;-26,47
8996;-11,42;2,48;-28,3216
8997;-11,81;2,48;-29,2888
8998;-10,63;2,402;-25,5333
8999;-10,63;2,402;-25,5333
9000;-11,02;2,441;-26,8998
9001;-11,81;2,48;-29,2888
9002;-11,81;2,48;-29,2888
9003;-11,02;2,402;-26,47
9004;-10,63;2,402;-25,5333
9005;-11,02;2,441;-26,8998
9006;-11,42;2,48;-28,3216
9007;-11,81;2,48;-29,2888
9008;-11,42;2,441;-27,8762
9009;-10,63;2,402;-25,5333
9010;-11,02;2,48;-27,3296
9011;-11,42;2,48;-28,3216
9012;-11,81;2,48;-29,2888
9013;-11,02;2,402;-26,47
9014;-10,63;2,402;-25,5333
9015;-11,02;2,441;-26,8998
9016;-11,81;2,48;-29,2888
9017;-11,42;2,48;-28,3216
9018;-11,02;2,441;-26,8998
9019;-10,63;2,402;-25,5333
9020;-11,02;2,441;-26,8998
9021;-11,42;2,48;-28,3216
9022;-11,81;2,48;-29,2888
9023;-11,02;2,402;-26,47
9024;-10,63;2,402;-25,5333
9025;-11,02;2,441;-26,8998
9026;-11,42;2,48;-28,3216
9027;-11,81;2,48;-29,2888
9028;-11,02;2,402;-26,47
9029;-10,63;2,402;-25,5333
9030;-11,02;2,441;-26,8998
9031;-11,81;2,48;-29,2888
9032;-11,42;2,48;-28,3216
9033;-11,02;2,402;-26,47
9034;-10,63;2,402;-25,5333
9035;-11,02;2,402;-26,47
9036;-11,42;2,48;-28,3216
9037;-11,81;2,48;-29,2888
9038;-11,42;2,402;-27,4308
9039;-10,63;2,402;-25,5333
9040;-11,02;2,441;-26,8998
9041;-11,42;2,48;-28,3216
9042;-11,42;2,48;-28,3216
9043;-11,42;2,402;-27,4308
9044;-10,63;2,362;-25,1081
9045;-10,63;2,441;-25,9478
9046;-11,81;2,48;-29,2888
9047;-11,81;2,48;-29,2888
9048;-11,02;2,402;-26,47
9049;-10,63;2,362;-25,1081
9050;-10,63;2,441;-25,9478
9051;-11,42;2,48;-28,3216
9052;-11,81;2,48;-29,2888
9053;-11,02;2,402;-26,47
9054;-10,63;2,402;-25,5333
9055;-11,02;2,402;-26,47
9056;-11,81;2,48;-29,2888
9057;-11,81;2,48;-29,2888
9058;-11,02;2,441;-26,8998
9059;-10,63;2,402;-25,5333
9060;-10,63;2,402;-25,5333
9061;-11,81;2,48;-29,2888
9062;-11,81;2,48;-29,2888
9063;-11,02;2,441;-26,8998
9064;-10,63;2,402;-25,5333
9065;-10,63;2,441;-25,9478
9066;-11,42;2,48;-28,3216
9067;-11,81;2,48;-29,2888
9068;-11,42;2,402;-27,4308
9069;-10,63;2,362;-25,1081
9070;-10,63;2,402;-25,5333
9071;-11,42;2,48;-28,3216
9072;-11,81;2,48;-29,2888
9073;-11,42;2,402;-27,4308
9074;-10,63;2,362;-25,1081
9075;-11,02;2,441;-26,8998
9076;-11,42;2,48;-28,3216
9077;-11,81;2,48;-29,2888
9078;-11,42;2,402;-27,4308
9079;-10,63;2,402;-25,5333
9080;-10,63;2,52;-26,7876
9081;-11,42;2,48;-28,3216
9082;-11,42;2,48;-28,3216
9083;-11,02;2,402;-26,47
9084;-10,63;2,402;-25,5333
9085;-11,02;2,638;-29,0708
9086;-11,42;2,48;-28,3216
9087;-11,42;2,48;-28,3216
9088;-11,02;2,441;-26,8998
9089;-11,02;2,362;-26,0292
9090;-10,63;2,48;-26,3624
9091;-11,42;2,48;-28,3216
9092;-11,81;2,48;-29,2888
9093;-11,02;2,402;-26,47
9094;-10,63;2,362;-25,1081
9095;-10,63;2,559;-27,2022
9096;-11,02;2,441;-26,8998
9097;-11,42;2,48;-28,3216
9098;-11,02;2,402;-26,47
9099;-10,63;2,402;-25,5333
9100;-10,63;2,48;-26,3624
9101;-11,81;2,48;-29,2888
9102;-11,81;2,48;-29,2888
9103;-11,42;2,441;-27,8762
9104;-10,63;2,402;-25,5333
9105;-10,63;2,402;-25,5333
9106;-11,42;2,48;-28,3216
9107;-11,42;2,48;-28,3216
9108;-11,42;2,441;-27,8762
9109;-10,63;2,402;-25,5333
9110;-11,02;2,402;-26,47
9111;-11,42;2,48;-28,3216
9112;-11,81;2,48;-29,2888
9113;-11,42;2,441;-27,8762
9114;-10,63;2,402;-25,5333
9115;-10,63;2,402;-25,5333
9116;-11,42;2,48;-28,3216
9117;-11,81;2,48;-29,2888
9118;-11,02;2,441;-26,8998
9119;-10,63;2,402;-25,5333
9120;-10,63;2,441;-25,9478
9121;-11,42;2,48;-28,3216
9122;-11,42;2,48;-28,3216
9123;-11,42;2,441;-27,8762
9124;-10,63;2,362;-25,1081
9125;-10,63;2,402;-25,5333
9126;-11,42;2,48;-28,3216
9127;-11,81;2,48;-29,2888
9128;-11,02;2,441;-26,8998
9129;-10,63;2,362;-25,1081
